filename,filepath,genre,mood
2729273551_A Bar Song (Tipsy).mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2729273551_A Bar Song (Tipsy).mp3,pop,motivational
3413854521_Ici C'est Paris.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3413854521_Ici C'est Paris.mp3,pop,emotional
3303979891_Azizam.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3303979891_Azizam.mp3,pop,emotional
3262675101_Anxiety.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3262675101_Anxiety.mp3,pop,romantic
2610711672_Beautiful Things.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2610711672_Beautiful Things.mp3,pop,dream
2658723742_TEXAS HOLD 'EM.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2658723742_TEXAS HOLD 'EM.mp3,pop,relaxing
"2728070371_Good Luck, Babe!.mp3","/content/drive/MyDrive/Artishow/Deezer/pop/2728070371_Good Luck, Babe!.mp3",pop,dark
3050380851_APT..mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3050380851_APT..mp3,pop,emotional
3400077541_Manchild.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3400077541_Manchild.mp3,pop,dream
3198384621_Lola (feat. Nicola Sirkis).mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3198384621_Lola (feat. Nicola Sirkis).mp3,pop,emotional
3210709941_Ordinary.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3210709941_Ordinary.mp3,pop,dark
2638201552_Gata Only.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2638201552_Gata Only.mp3,pop,dream
2424911405_Feel Good.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2424911405_Feel Good.mp3,pop,emotional
903698362_Azul.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/903698362_Azul.mp3,pop,emotional
3395410481_Sapphire.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3395410481_Sapphire.mp3,pop,emotional
2755315691_Love Me Not.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2755315691_Love Me Not.mp3,pop,epic
2843869922_Alibi (with Pabllo Vittar & Ys.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2843869922_Alibi (with Pabllo Vittar & Ys.mp3,pop,epic
2454854845_Pink Pony Club.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2454854845_Pink Pony Club.mp3,pop,dream
2676462772_Belong Together.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2676462772_Belong Together.mp3,pop,dream
3229131161_Beautiful People.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3229131161_Beautiful People.mp3,pop,dream
3387508461_Just Keep Watching (From F1® T.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3387508461_Just Keep Watching (From F1® T.mp3,pop,emotional
3058512051_Nice To Meet You.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3058512051_Nice To Meet You.mp3,pop,emotional
2743578151_Espresso.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2743578151_Espresso.mp3,pop,emotional
2846442802_Si Antes Te Hubiera Conocido.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2846442802_Si Antes Te Hubiera Conocido.mp3,pop,emotional
3171003131_DtMF.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3171003131_DtMF.mp3,pop,romantic
2823893032_Move.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2823893032_Move.mp3,pop,emotional
3151351511_back to friends.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3151351511_back to friends.mp3,pop,dark
2758844701_Stargazing.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2758844701_Stargazing.mp3,pop,dark
3187953971_Show Me Love.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3187953971_Show Me Love.mp3,pop,epic
1873297197_Calm Down.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1873297197_Calm Down.mp3,pop,dark
3175052941_Exotica.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3175052941_Exotica.mp3,pop,emotional
2704610682_Too Sweet.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2704610682_Too Sweet.mp3,pop,dark
2801558032_LUNCH.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2801558032_LUNCH.mp3,pop,epic
2319265575_The Door.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2319265575_The Door.mp3,pop,dream
2643618032_The Sound of Silence (CYRIL Re.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2643618032_The Sound of Silence (CYRIL Re.mp3,pop,dream
2537448451_Stumblin' In.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2537448451_Stumblin' In.mp3,pop,dream
3058173431_Born With a Broken Heart.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3058173431_Born With a Broken Heart.mp3,pop,dream
3047560351_That’s So True.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3047560351_That’s So True.mp3,pop,emotional
3241972661_La Plena (W Sound 05).mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3241972661_La Plena (W Sound 05).mp3,pop,romantic
1703487577_As It Was.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1703487577_As It Was.mp3,pop,dream
3045191821_Menina de Vermelho.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3045191821_Menina de Vermelho.mp3,pop,romantic
1411181832_Pepas.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1411181832_Pepas.mp3,pop,emotional
3421195811_Drive (From F1® The Movie).mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3421195811_Drive (From F1® The Movie).mp3,pop,dark
2715243342_I Don't Wanna Wait.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2715243342_I Don't Wanna Wait.mp3,pop,emotional
3304567421_End of the World.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3304567421_End of the World.mp3,pop,emotional
3412611901_Gabriela.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3412611901_Gabriela.mp3,pop,emotional
1764283667_I Ain't Worried.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1764283667_I Ain't Worried.mp3,pop,epic
144389048_Lush Life.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/144389048_Lush Life.mp3,pop,emotional
351595631_There's Nothing Holdin' Me Bac.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/351595631_There's Nothing Holdin' Me Bac.mp3,pop,emotional
2299840635_Dance The Night (From Barbie T.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2299840635_Dance The Night (From Barbie T.mp3,pop,emotional
2414222995_Gimme Love.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2414222995_Gimme Love.mp3,pop,dream
1457025872_Cold Heart (PNAU Remix).mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1457025872_Cold Heart (PNAU Remix).mp3,pop,emotional
1015793062_Jerusalema (feat. Nomcebo Ziko.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1015793062_Jerusalema (feat. Nomcebo Ziko.mp3,pop,dark
737967292_Cruel Summer.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/737967292_Cruel Summer.mp3,pop,epic
1841999507_DESPECHÁ.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1841999507_DESPECHÁ.mp3,pop,relaxing
3068854851_Medusa.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3068854851_Medusa.mp3,pop,dark
437046332_Beggin'.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/437046332_Beggin'.mp3,pop,dark
2706736172_i like the way you kiss me.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2706736172_i like the way you kiss me.mp3,pop,epic
3421452481_Papasito.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3421452481_Papasito.mp3,pop,relaxing
3098841_Clocks.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3098841_Clocks.mp3,pop,dark
3418046041_Mr Electric Blue.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3418046041_Mr Electric Blue.mp3,pop,dark
3371081661_Bloodline (with Jelly Roll).mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3371081661_Bloodline (with Jelly Roll).mp3,pop,dark
3336180251_Gnarly.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3336180251_Gnarly.mp3,pop,relaxing
4181750_Murder On The Dancefloor.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/4181750_Murder On The Dancefloor.mp3,pop,emotional
1432930542_Where Are You Now.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1432930542_Where Are You Now.mp3,pop,emotional
2930803951_Carry You Home (feat. Ella Hen.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2930803951_Carry You Home (feat. Ella Hen.mp3,pop,dark
97094250_Don't Worry (with Ray Dalton) .mp3,/content/drive/MyDrive/Artishow/Deezer/pop/97094250_Don't Worry (with Ray Dalton) .mp3,pop,dark
2831602002_Please Please Please.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2831602002_Please Please Please.mp3,pop,emotional
2461506635_Mwaki.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2461506635_Mwaki.mp3,pop,relaxing
136341758_Cake By The Ocean.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/136341758_Cake By The Ocean.mp3,pop,emotional
3232025631_NOKIA.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3232025631_NOKIA.mp3,pop,emotional
1425844092_STAY.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1425844092_STAY.mp3,pop,emotional
2074593507_The Ballet Girl.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2074593507_The Ballet Girl.mp3,pop,motivational
1874467717_I'm Good (Blue).mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1874467717_I'm Good (Blue).mp3,pop,dream
1240000812_Unwritten.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1240000812_Unwritten.mp3,pop,emotional
3333720471_Mystical Magical.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3333720471_Mystical Magical.mp3,pop,emotional
2615621912_Whatever.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2615621912_Whatever.mp3,pop,emotional
1666673152_Bam Bam (feat. Ed Sheeran).mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1666673152_Bam Bam (feat. Ed Sheeran).mp3,pop,emotional
3057412261_Now Or Never.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3057412261_Now Or Never.mp3,pop,emotional
3262816591_like JENNIE.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3262816591_like JENNIE.mp3,pop,emotional
2485118_Single Ladies (Put a Ring on I.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2485118_Single Ladies (Put a Ring on I.mp3,pop,emotional
2826343892_Yamore.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2826343892_Yamore.mp3,pop,epic
2601690812_Praise Jah In The Moonlight.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2601690812_Praise Jah In The Moonlight.mp3,pop,emotional
959948182_party 4 u.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/959948182_party 4 u.mp3,pop,relaxing
15391618_Toxic.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/15391618_Toxic.mp3,pop,emotional
1881003417_Rush.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1881003417_Rush.mp3,pop,romantic
2893833601_Who.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2893833601_Who.mp3,pop,emotional
628266_Hey Ya!.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/628266_Hey Ya!.mp3,pop,dark
1484264492_Shivers.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/1484264492_Shivers.mp3,pop,emotional
3387454721_Fame is a Gun.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3387454721_Fame is a Gun.mp3,pop,emotional
435303972_Love Tonight (Edit).mp3,/content/drive/MyDrive/Artishow/Deezer/pop/435303972_Love Tonight (Edit).mp3,pop,emotional
4709950_Paparazzi.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/4709950_Paparazzi.mp3,pop,epic
2794160_Crazy.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/2794160_Crazy.mp3,pop,dark
3421402491_we never dated.mp3,/content/drive/MyDrive/Artishow/Deezer/pop/3421402491_we never dated.mp3,pop,emotional
676183_In the End.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/676183_In the End.mp3,metal,emotional
80274512_Bring Me To Life.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/80274512_Bring Me To Life.mp3,metal,emotional
546578_Lonely Day.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/546578_Lonely Day.mp3,metal,dream
15523793_Toxicity.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/15523793_Toxicity.mp3,metal,emotional
62082829_Killing In The Name.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/62082829_Killing In The Name.mp3,metal,emotional
859699_Chop Suey!.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/859699_Chop Suey!.mp3,metal,emotional
2127426277_Lost.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/2127426277_Lost.mp3,metal,dream
3819908_Duality.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3819908_Duality.mp3,metal,motivational
1195560_Psychosocial.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/1195560_Psychosocial.mp3,metal,motivational
676162_One Step Closer.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/676162_One Step Closer.mp3,metal,emotional
1143493_Take A Look Around.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/1143493_Take A Look Around.mp3,metal,dark
104011168_Rollin' (Air Raid Vehicle).mp3,/content/drive/MyDrive/Artishow/Deezer/metal/104011168_Rollin' (Air Raid Vehicle).mp3,metal,epic
94613616_Break Stuff.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/94613616_Break Stuff.mp3,metal,epic
80274510_Going Under.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/80274510_Going Under.mp3,metal,dream
3363599341_Let You Fade.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3363599341_Let You Fade.mp3,metal,dream
803968452_Popular Monster.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/803968452_Popular Monster.mp3,metal,romantic
4116951_Monster.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/4116951_Monster.mp3,metal,emotional
2099104077_Watch The World Burn.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/2099104077_Watch The World Burn.mp3,metal,emotional
2994098971_Heavy Is the Crown.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/2994098971_Heavy Is the Crown.mp3,metal,emotional
134523750_Freak On a Leash.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/134523750_Freak On a Leash.mp3,metal,emotional
70078209_Hail to the King.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/70078209_Hail to the King.mp3,metal,motivational
80274568_Bodies.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/80274568_Bodies.mp3,metal,emotional
585608872_Fear of the Dark (2015 Remaste.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/585608872_Fear of the Dark (2015 Remaste.mp3,metal,romantic
136338504_For Whom The Bell Tolls (Remas.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/136338504_For Whom The Bell Tolls (Remas.mp3,metal,motivational
3412534571_Into Hell.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3412534571_Into Hell.mp3,metal,emotional
4197811_Wait and Bleed.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/4197811_Wait and Bleed.mp3,metal,motivational
13378870_Blind.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/13378870_Blind.mp3,metal,motivational
65245760_Can You Feel My Heart.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/65245760_Can You Feel My Heart.mp3,metal,motivational
727923492_Unsainted.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/727923492_Unsainted.mp3,metal,motivational
15175502_Falling Away from Me.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/15175502_Falling Away from Me.mp3,metal,epic
134946510_Iron Man.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/134946510_Iron Man.mp3,metal,motivational
424562692_Master Of Puppets (Remastered).mp3,/content/drive/MyDrive/Artishow/Deezer/metal/424562692_Master Of Puppets (Remastered).mp3,metal,motivational
778452_My Own Summer (Shove It).mp3,/content/drive/MyDrive/Artishow/Deezer/metal/778452_My Own Summer (Shove It).mp3,metal,emotional
662879_Walk.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/662879_Walk.mp3,metal,motivational
3330723961_Dangerous.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3330723961_Dangerous.mp3,metal,epic
6715839_Nightmare.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/6715839_Nightmare.mp3,metal,motivational
136332702_Seek & Destroy (Remastered).mp3,/content/drive/MyDrive/Artishow/Deezer/metal/136332702_Seek & Destroy (Remastered).mp3,metal,motivational
620289152_Between Angels And Insects.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/620289152_Between Angels And Insects.mp3,metal,epic
3611374_It's Been Awhile.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3611374_It's Been Awhile.mp3,metal,motivational
7597630_Mother.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/7597630_Mother.mp3,metal,motivational
1487860222_Hellraiser (30th Anniversary E.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/1487860222_Hellraiser (30th Anniversary E.mp3,metal,emotional
788807_Stricken.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/788807_Stricken.mp3,metal,motivational
7675196_Bulls On Parade.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/7675196_Bulls On Parade.mp3,metal,motivational
13144759_Butterfly.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/13144759_Butterfly.mp3,metal,emotional
585704662_Hallowed Be Thy Name (2015 Rem.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/585704662_Hallowed Be Thy Name (2015 Rem.mp3,metal,dream
3172294931_Elevator Operator.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3172294931_Elevator Operator.mp3,metal,emotional
846705_Change (In the House of Flies).mp3,/content/drive/MyDrive/Artishow/Deezer/metal/846705_Change (In the House of Flies).mp3,metal,motivational
132196994_Square Hammer.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/132196994_Square Hammer.mp3,metal,motivational
87544339_Custer.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/87544339_Custer.mp3,metal,epic
717542_Roots Bloody Roots.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/717542_Roots Bloody Roots.mp3,metal,motivational
3384099511_Fight Like A Girl (feat. K.Fla.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3384099511_Fight Like A Girl (feat. K.Fla.mp3,metal,epic
727923522_Nero Forte.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/727923522_Nero Forte.mp3,metal,motivational
3116792081_Blood Red.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3116792081_Blood Red.mp3,metal,epic
61382107_Symphony Of Destruction (Remas.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/61382107_Symphony Of Destruction (Remas.mp3,metal,emotional
690236062_Another Life.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/690236062_Another Life.mp3,metal,motivational
94613610_Nookie.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/94613610_Nookie.mp3,metal,epic
714397_Cowboys from Hell.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/714397_Cowboys from Hell.mp3,metal,motivational
864761_Painkiller.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/864761_Painkiller.mp3,metal,motivational
3151418551_Even If It Kills Me.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3151418551_Even If It Kills Me.mp3,metal,emotional
1122999512_Parasite Eve.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/1122999512_Parasite Eve.mp3,metal,emotional
2624513002_V.A.N.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/2624513002_V.A.N.mp3,metal,epic
505508992_Dance Macabre.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/505508992_Dance Macabre.mp3,metal,emotional
"914234_I Stand Alone (From ""The Scorp.mp3","/content/drive/MyDrive/Artishow/Deezer/metal/914234_I Stand Alone (From ""The Scorp.mp3",metal,emotional
827969_Indestructible.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/827969_Indestructible.mp3,metal,emotional
1145260_Holy Diver.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/1145260_Holy Diver.mp3,metal,emotional
126338367_Stranded.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/126338367_Stranded.mp3,metal,motivational
3378338491_Fearless.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3378338491_Fearless.mp3,metal,dream
740969222_Pneuma.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/740969222_Pneuma.mp3,metal,sad
13175864_Die MF Die.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/13175864_Die MF Die.mp3,metal,emotional
2307304_Living Dead Girl.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/2307304_Living Dead Girl.mp3,metal,motivational
3250970181_Everything Ends.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3250970181_Everything Ends.mp3,metal,emotional
2219857687_Jesus He Knows Me.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/2219857687_Jesus He Knows Me.mp3,metal,motivational
3885775_The Only.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3885775_The Only.mp3,metal,epic
2202603407_Enter Sandman.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/2202603407_Enter Sandman.mp3,metal,motivational
2811095092_liMOusIne (feat. AURORA).mp3,/content/drive/MyDrive/Artishow/Deezer/metal/2811095092_liMOusIne (feat. AURORA).mp3,metal,dark
3102582541_HURT (feat. The Warning).mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3102582541_HURT (feat. The Warning).mp3,metal,motivational
1331764082_Amazonia.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/1331764082_Amazonia.mp3,metal,motivational
2817557812_can u see me in the dark?.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/2817557812_can u see me in the dark?.mp3,metal,motivational
722093132_Sober.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/722093132_Sober.mp3,metal,epic
3324078631_In the Name of the Father.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3324078631_In the Name of the Father.mp3,metal,epic
538405542_Click Click Boom.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/538405542_Click Click Boom.mp3,metal,motivational
1122999522_Teardrops.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/1122999522_Teardrops.mp3,metal,emotional
65690449_Raining Blood.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/65690449_Raining Blood.mp3,metal,motivational
1468946472_Kill The Noise.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/1468946472_Kill The Noise.mp3,metal,emotional
422334692_Under and Over It.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/422334692_Under and Over It.mp3,metal,dream
65724647_South Of Heaven.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/65724647_South Of Heaven.mp3,metal,motivational
4086848_Bawitdaba.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/4086848_Bawitdaba.mp3,metal,motivational
126338363_Silvera.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/126338363_Silvera.mp3,metal,motivational
715278_Nobody.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/715278_Nobody.mp3,metal,emotional
132200960_Cirice.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/132200960_Cirice.mp3,metal,motivational
1587087902_Guitar Gangsters & Cadillac Bl.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/1587087902_Guitar Gangsters & Cadillac Bl.mp3,metal,emotional
3233375411_I Will Not Break.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3233375411_I Will Not Break.mp3,metal,motivational
125968021_The Devil's Bleeding Crown.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/125968021_The Devil's Bleeding Crown.mp3,metal,epic
3333557571_Damocles.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3333557571_Damocles.mp3,metal,dark
846695_Back to School (Mini Maggit).mp3,/content/drive/MyDrive/Artishow/Deezer/metal/846695_Back to School (Mini Maggit).mp3,metal,motivational
661077_Jumpdafuckup.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/661077_Jumpdafuckup.mp3,metal,epic
65245766_Shadow Moses.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/65245766_Shadow Moses.mp3,metal,motivational
67929404_God Is Dead?.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/67929404_God Is Dead?.mp3,metal,dark
3032469481_Awaken.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3032469481_Awaken.mp3,metal,emotional
3399304821_Unravelling.mp3,/content/drive/MyDrive/Artishow/Deezer/metal/3399304821_Unravelling.mp3,metal,emotional
602454222_The Girl From Ipanema.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/602454222_The Girl From Ipanema.mp3,jazz,dream
71483067_Fly Me To The Moon (2008 Remas.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/71483067_Fly Me To The Moon (2008 Remas.mp3,jazz,emotional
3158377_L-O-V-E.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3158377_L-O-V-E.mp3,jazz,emotional
565340102_Águas De Março.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/565340102_Águas De Março.mp3,jazz,romantic
1031007_Take Five.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1031007_Take Five.mp3,jazz,happy
78761187_Essa Moça Tá Diferente.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/78761187_Essa Moça Tá Diferente.mp3,jazz,epic
670897_I've Got a Woman.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/670897_I've Got a Woman.mp3,jazz,dark
91071071_Agua de beber.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/91071071_Agua de beber.mp3,jazz,romantic
1184182_Mas Que Nada.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1184182_Mas Que Nada.mp3,jazz,emotional
1133394322_The Girl From Ipanema.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1133394322_The Girl From Ipanema.mp3,jazz,dark
2276456_Bim-Bom.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/2276456_Bim-Bom.mp3,jazz,sad
3199910751_Love High (feat. Laurent Barda.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3199910751_Love High (feat. Laurent Barda.mp3,jazz,dream
680648_Me and Mrs. Jones.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/680648_Me and Mrs. Jones.mp3,jazz,dream
3104591_Cantaloupe Island (Remastered .mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/3104591_Cantaloupe Island (Remastered .mp3,jazz,sad
4703135_Chove Chuva.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/4703135_Chove Chuva.mp3,jazz,romantic
602454252_Desafinado.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/602454252_Desafinado.mp3,jazz,sad
911085_In A Sentimental Mood.mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/911085_In A Sentimental Mood.mp3,jazz,dream
1667161762_This Foolish Heart Could Love .mp3,/content/drive/MyDrive/Artishow/Deezer/jazz/1667161762_This Foolish Heart Could Love .mp3,jazz,dream
